date,state,fips,cases,deaths,new cases,new deaths
2020-05-23,Rhode Island,44,13952,597,1518,108
2020-05-30,Rhode Island,44,14819,711,867,114
2020-06-06,Rhode Island,44,15441,772,622,61
2020-06-13,Rhode Island,44,15947,833,506,61
2020-06-20,Rhode Island,44,16337,894,390,61
2020-06-27,Rhode Island,44,16661,927,324,33
2020-07-04,Rhode Island,44,16991,960,330,33
2020-07-11,Rhode Island,44,17312,976,321,16
2020-07-18,Rhode Island,44,17793,990,481,14
2020-03-07,South Carolina,45,2,0,2,0
2020-03-14,South Carolina,45,19,0,17,0
2020-03-21,South Carolina,45,172,3,153,3
2020-03-28,South Carolina,45,661,15,489,12
2020-04-04,South Carolina,45,1917,40,1256,25
2020-04-11,South Carolina,45,3207,80,1290,40
2020-04-18,South Carolina,45,4246,119,1039,39
2020-04-25,South Carolina,45,5253,166,1007,47
2020-05-02,South Carolina,45,6489,267,1236,101
2020-05-09,South Carolina,45,7531,330,1042,63
2020-05-16,South Carolina,45,8661,380,1130,50
2020-05-23,South Carolina,45,9895,425,1234,45
2020-05-30,South Carolina,45,11394,487,1499,62
2020-06-06,South Carolina,45,13916,545,2522,58
2020-06-13,South Carolina,45,17955,599,4039,54
2020-06-20,South Carolina,45,23786,644,5831,45
2020-06-27,South Carolina,45,31939,711,8153,67
2020-07-04,South Carolina,45,43386,813,11447,102
2020-07-11,South Carolina,45,54699,951,11313,138
2020-07-18,South Carolina,45,67612,1135,12913,184
2020-03-14,South Dakota,46,9,1,9,1
2020-03-21,South Dakota,46,14,1,5,0
2020-03-28,South Dakota,46,68,1,54,0
2020-04-04,South Dakota,46,212,2,144,1
2020-04-11,South Dakota,46,626,6,414,4
2020-04-18,South Dakota,46,1541,7,915,1
2020-04-25,South Dakota,46,2147,10,606,3
2020-05-02,South Dakota,46,2587,21,440,11
2020-05-09,South Dakota,46,3393,34,806,13
2020-05-16,South Dakota,46,3959,44,566,10
2020-05-23,South Dakota,46,4468,50,509,6
2020-05-30,South Dakota,46,4960,62,492,12
2020-06-06,South Dakota,46,5367,65,407,3
2020-06-13,South Dakota,46,5833,75,466,10
2020-06-20,South Dakota,46,6225,81,392,6
2020-06-27,South Dakota,46,6626,91,401,10
2020-07-04,South Dakota,46,7028,97,402,6
2020-07-11,South Dakota,46,7454,109,426,12
2020-07-18,South Dakota,46,7862,116,408,7
2020-03-07,Tennessee,47,1,0,1,0
2020-03-14,Tennessee,47,32,0,31,0
2020-03-21,Tennessee,47,312,2,280,2
2020-03-28,Tennessee,47,1363,6,1051,4
2020-04-04,Tennessee,47,3265,47,1902,41
2020-04-11,Tennessee,47,4983,107,1718,60
2020-04-18,Tennessee,47,6624,148,1641,41
2020-04-25,Tennessee,47,8918,179,2294,31
2020-05-02,Tennessee,47,12376,210,3458,31
2020-05-09,Tennessee,47,14675,241,2299,31
2020-05-16,Tennessee,47,17204,292,2529,51
2020-05-23,Tennessee,47,19765,325,2561,33
2020-05-30,Tennessee,47,22676,360,2911,35
2020-06-06,Tennessee,47,26359,413,3683,53
2020-06-13,Tennessee,47,29616,465,3257,52
2020-06-20,Tennessee,47,34223,516,4607,51
2020-06-27,Tennessee,47,39813,577,5590,61
2020-07-04,Tennessee,47,49232,630,9419,53
2020-07-11,Tennessee,47,59981,728,10749,98
2020-07-18,Tennessee,47,74518,828,14537,100
2020-02-15,Texas,48,2,0,2,0
2020-02-22,Texas,48,4,0,2,0
2020-02-29,Texas,48,11,0,7,0
2020-03-07,Texas,48,19,0,8,0
2020-03-14,Texas,48,69,0,50,0
2020-03-21,Texas,48,547,5,478,5
2020-03-28,Texas,48,2381,30,1834,25
2020-04-04,Texas,48,6566,124,4185,94
2020-04-11,Texas,48,13208,265,6642,141
2020-04-18,Texas,48,18927,487,5719,222
2020-04-25,Texas,48,24494,662,5567,175
2020-05-02,Texas,48,31433,875,6939,213
2020-05-09,Texas,48,38849,1086,7416,211
2020-05-16,Texas,48,47866,1330,9017,244
2020-05-23,Texas,48,55451,1522,7585,192
2020-05-30,Texas,48,63396,1676,7945,154
2020-06-06,Texas,48,75077,1840,11681,164
2020-06-13,Texas,48,88120,1989,13043,149
2020-06-20,Texas,48,111594,2186,23474,197
2020-06-27,Texas,48,148639,2398,37045,212
2020-07-04,Texas,48,195707,2646,47068,248
2020-07-11,Texas,48,258280,3206,62573,560
2020-07-18,Texas,48,330059,3972,71779,766
2020-02-29,Utah,49,1,0,1,0
2020-03-07,Utah,49,3,0,2,0
2020-03-14,Utah,49,21,0,18,0
2020-03-21,Utah,49,138,0,117,0
2020-03-28,Utah,49,608,2,470,2
2020-04-04,Utah,49,1426,8,818,6
2020-04-11,Utah,49,2208,18,782,10
2020-04-18,Utah,49,2942,25,734,7
2020-04-25,Utah,49,3950,41,1008,16
2020-05-02,Utah,49,4981,49,1031,8
2020-05-09,Utah,49,6103,66,1122,17
2020-05-16,Utah,49,7068,78,965,12
2020-05-23,Utah,49,8260,97,1192,19
2020-05-30,Utah,49,9551,112,1291,15
2020-06-06,Utah,49,11866,121,2315,9
2020-06-13,Utah,49,14061,139,2195,18
2020-06-20,Utah,49,17173,155,3112,16
2020-06-27,Utah,49,20735,167,3562,12
2020-07-04,Utah,49,24717,181,3982,14
2020-07-11,Utah,49,29071,212,4354,31
2020-07-18,Utah,49,33430,243,4359,31
2020-03-07,Vermont,50,1,0,1,0
2020-03-14,Vermont,50,5,0,4,0
2020-03-21,Vermont,50,49,2,44,2
2020-03-28,Vermont,50,211,12,162,10
2020-04-04,Vermont,50,461,20,250,8
2020-04-11,Vermont,50,711,24,250,4
2020-04-18,Vermont,50,803,36,92,12
2020-04-25,Vermont,50,843,45,40,9
2020-05-02,Vermont,50,886,50,43,5
2020-05-09,Vermont,50,921,53,35,3
2020-05-16,Vermont,50,934,53,13,0
2020-05-23,Vermont,50,954,54,20,1
2020-05-30,Vermont,50,977,55,23,1
2020-06-06,Vermont,50,1046,55,69,0
2020-06-13,Vermont,50,1125,55,79,0
2020-06-20,Vermont,50,1147,56,22,1
2020-06-27,Vermont,50,1200,56,53,0
2020-07-04,Vermont,50,1238,56,38,0
2020-07-11,Vermont,50,1283,56,45,0
2020-07-18,Vermont,50,1338,56,55,0
2020-03-14,Virgin Islands,78,1,0,1,0
2020-03-21,Virgin Islands,78,6,0,5,0
2020-03-28,Virgin Islands,78,19,0,13,0
2020-04-04,Virgin Islands,78,42,0,23,0
2020-04-11,Virgin Islands,78,51,1,9,1
2020-04-18,Virgin Islands,78,53,3,2,2
2020-04-25,Virgin Islands,78,55,3,2,0
2020-05-02,Virgin Islands,78,66,4,11,1
2020-05-09,Virgin Islands,78,69,4,3,0
2020-05-16,Virgin Islands,78,69,6,0,2
2020-05-23,Virgin Islands,78,69,6,0,0
2020-05-30,Virgin Islands,78,69,6,0,0
2020-06-06,Virgin Islands,78,71,6,2,0
2020-06-13,Virgin Islands,78,72,6,1,0
2020-06-20,Virgin Islands,78,74,6,2,0
2020-06-27,Virgin Islands,78,81,6,7,0
2020-07-04,Virgin Islands,78,111,6,30,0
2020-07-11,Virgin Islands,78,181,6,70,0
2020-07-18,Virgin Islands,78,297,6,116,0
2020-03-07,Virginia,51,1,0,1,0
2020-03-14,Virginia,51,42,1,41,1
2020-03-21,Virginia,51,152,3,110,2
2020-03-28,Virginia,51,739,17,587,14
2020-04-04,Virginia,51,2408,52,1669,35
2020-04-11,Virginia,51,5076,130,2668,78
2020-04-18,Virginia,51,8053,258,2977,128
2020-04-25,Virginia,51,12365,436,4312,178
2020-05-02,Virginia,51,17731,616,5366,180
2020-05-09,Virginia,51,23196,827,5465,211
2020-05-16,Virginia,51,29683,1002,6487,175
2020-05-23,Virginia,51,35749,1159,6066,157
2020-05-30,Virginia,51,43611,1370,7862,211
2020-06-06,Virginia,51,49397,1460,5786,90
2020-06-13,Virginia,51,53869,1541,4472,81
2020-06-20,Virginia,51,57443,1607,3574,66
2020-06-27,Virginia,51,61247,1724,3804,117
2020-07-04,Virginia,51,65109,1849,3862,125
2020-07-11,Virginia,51,69782,1962,4673,113
2020-07-18,Virginia,51,76373,2025,6591,63
2020-01-25,Washington,53,1,0,1,0
2020-02-01,Washington,53,1,0,0,0
2020-02-08,Washington,53,1,0,0,0
2020-02-15,Washington,53,1,0,0,0
2020-02-22,Washington,53,1,0,0,0
2020-02-29,Washington,53,10,1,9,1
2020-03-07,Washington,53,110,16,100,15
2020-03-14,Washington,53,609,40,499,24
2020-03-21,Washington,53,1655,95,1046,55
2020-03-28,Washington,53,4311,193,2656,98
2020-04-04,Washington,53,7499,318,3188,125
2020-04-11,Washington,53,10227,498,2728,180
2020-04-18,Washington,53,11850,629,1623,131
2020-04-25,Washington,53,13565,743,1715,114
2020-05-02,Washington,53,15383,833,1818,90
2020-05-09,Washington,53,17629,925,2246,92
2020-05-16,Washington,53,19336,1015,1707,90
2020-05-23,Washington,53,20740,1062,1404,47
2020-05-30,Washington,53,22618,1126,1878,64
2020-06-06,Washington,53,24767,1163,2149,37
2020-06-13,Washington,53,26920,1216,2153,53
2020-06-20,Washington,53,29466,1268,2546,52
2020-06-27,Washington,53,33031,1311,3565,43
2020-07-04,Washington,53,36799,1355,3768,44
2020-07-11,Washington,53,41326,1426,4527,71
2020-07-18,Washington,53,47889,1509,6563,83
2020-03-21,West Virginia,54,12,0,12,0
2020-03-28,West Virginia,54,113,0,101,0
2020-04-04,West Virginia,54,282,2,169,2
2020-04-11,West Virginia,54,593,6,311,4
2020-04-18,West Virginia,54,825,18,232,12
2020-04-25,West Virginia,54,1025,33,200,15
2020-05-02,West Virginia,54,1185,50,160,17
2020-05-09,West Virginia,54,1348,53,163,3
2020-05-16,West Virginia,54,1470,65,122,12
2020-05-23,West Virginia,54,1729,72,259,7
2020-05-30,West Virginia,54,1989,75,260,3
2020-06-06,West Virginia,54,2136,84,147,9
2020-06-13,West Virginia,54,2274,88,138,4
2020-06-20,West Virginia,54,2500,88,226,0
2020-06-27,West Virginia,54,2781,93,281,5
2020-07-04,West Virginia,54,3205,94,424,1
2020-07-11,West Virginia,54,4146,96,941,2
2020-07-18,West Virginia,54,4922,100,776,4
2020-02-08,Wisconsin,55,1,0,1,0
2020-02-15,Wisconsin,55,1,0,0,0
2020-02-22,Wisconsin,55,1,0,0,0
2020-02-29,Wisconsin,55,1,0,0,0
2020-03-07,Wisconsin,55,1,0,0,0
2020-03-14,Wisconsin,55,27,0,26,0
2020-03-21,Wisconsin,55,281,4,254,4
2020-03-28,Wisconsin,55,1042,17,761,13
2020-04-04,Wisconsin,55,2112,60,1070,43
2020-04-11,Wisconsin,55,3213,141,1101,81
2020-04-18,Wisconsin,55,4199,212,986,71
2020-04-25,Wisconsin,55,5687,266,1488,54
2020-05-02,Wisconsin,55,7660,334,1973,68
2020-05-09,Wisconsin,55,9939,398,2279,64
2020-05-16,Wisconsin,55,12368,453,2429,55
2020-05-23,Wisconsin,55,14985,507,2617,54
2020-05-30,Wisconsin,55,18249,588,3264,81
2020-06-06,Wisconsin,55,20701,646,2452,58
2020-06-13,Wisconsin,55,25026,700,4325,54
2020-06-20,Wisconsin,55,27314,751,2288,51
2020-06-27,Wisconsin,55,30235,786,2921,35
2020-07-04,Wisconsin,55,34243,804,4008,18
2020-07-11,Wisconsin,55,39095,829,4852,25
2020-07-18,Wisconsin,55,45118,852,6023,23
2020-03-14,Wyoming,56,3,0,3,0
2020-03-21,Wyoming,56,24,0,21,0
2020-03-28,Wyoming,56,85,0,61,0
2020-04-04,Wyoming,56,189,0,104,0
2020-04-11,Wyoming,56,343,0,154,0
2020-04-18,Wyoming,56,412,2,69,2
2020-04-25,Wyoming,56,477,7,65,5
2020-05-02,Wyoming,56,579,7,102,0
2020-05-09,Wyoming,56,653,7,74,0
2020-05-16,Wyoming,56,741,7,88,0
2020-05-23,Wyoming,56,813,12,72,5
2020-05-30,Wyoming,56,898,16,85,4
2020-06-06,Wyoming,56,939,17,41,1
2020-06-13,Wyoming,56,1050,18,111,1
2020-06-20,Wyoming,56,1179,20,129,2
2020-06-27,Wyoming,56,1392,20,213,0
2020-07-04,Wyoming,56,1606,20,214,0
2020-07-11,Wyoming,56,1839,21,233,1
2020-07-18,Wyoming,56,2108,24,269,3
